case_id,week,popwght,state,nielsen,metro,region,division,ownhome,mstatus,employ,totper,adults,kids1217,kids611,kidsless6,parent,age,age2,totalage,refage,educ,income,race,affilrot,polparty,partyln,partycomb,polviewrot,polview,regvote,sex,religion,ident,anycell,anyland,bornus,date,healthins,typeins,he2k,he2z,birt1,birt2,birt3rot,birt3,birt4,birt5rot,birt5a,birt5b,birt5c,birt6rot,birt6a,birt6b,birt6c,birt6d,birt6e,birt6f,birt7,birt8,birt9
50000143,839,.3054,AZ,D,Non-Metro,West,Mountain,Owned,Widowed,Retired,One,One, , , , ,Refused,65+,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Agnostic,Landline,Yes, , ,201001, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000145,839,.5652,KS,D,Non-Metro,North Central,West North Central,Owned,Married,Full-time,Five,Two,None,One,Two,Yes,45, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",Black Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Refused,Yes,Male,Christian (Just Christian),Landline,Yes, , ,201001,"No, not covered by health insurance", , , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000147,839,.9251,MT,C,Center City (Metro),West,Mountain,Owned,Divorced,Retired,Two,Two, , , , ,75, ,65+,65+,Refused,"Less than $15,000",Refused,Republican/Democrat,An Independent,Refused/No answer,Independent/other,d3 5-1 asked,Very liberal,Yes,Female,Nothing in particular,Landline,No, , ,201001, , , , ,No,No,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000148,839,.5287,WI,B,Center City (Metro),North Central,East North Central,Owned,"Single, living with a partner",Retired,Two,Two, , , , ,55, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Somewhat concerned, ,Yes
50000149,839,.5569,WA,C,Non-Metro,West,Pacific,Owned,Married,Part-time,Two,Two, , , , ,69, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000150,839,.5878,CA,A,Suburban (Metro),West,Pacific,Rented,Divorced,Temporarily unemployed,Two,Two, , , , ,60, ,50-64,45-64,Two year associate degree from a college or university,"$40,000 but less than $50,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,Yes, , ,201001,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"1,5",Every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,AF,Not applicable, , , , ,Yes,Very concerned,Very concerned,Yes
50000152,839,.8109,CA,B,Center City County (Metro),West,Pacific,Rented,Married,Full-time,Three,Two,None,None,One,Yes,40, ,30-49,30-44,Two year associate degree from a college or university,"$100,000 and over (Unspecified)",Black Non-Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 1-5 asked,Refused,No,Female,Christian (Just Christian),Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000153,839,.6143,CA,B,Center City (Metro),West,Pacific,Owned,Married,Retired,Two,Two, , , , ,75, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Female,Agnostic,Landline,Yes, , ,201001, , , , ,No,Not applicable/Have not looked for information on birth control,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000154,839,.5016,AZ,B,Center City (Metro),West,Mountain,Owned,"Single, living with a partner",Part-time,Two,Two, , , , ,65, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Female,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Not applicable, , , , ,Not applicable,Not at all concerned, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
50000156,839,.668,TN,C,Center City (Metro),South,East South Central,Owned,Married,Full-time,Two,Two, , , , ,Refused,50-64,50-64,45-64,Two year associate degree from a college or university,"$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,Non-denominational or Independent Church,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000158,839,.6088,NY,C,Non-Metro,North East,Mid Atlantic,Owned,Married,Retired,Three,Three, , , , ,62, ,50-64,45-64,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,No, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
50000159,839,1.5363,PA,C,Non-Metro,North East,Mid Atlantic,Owned,Married,Part-time,Two,Two, , , , ,62, ,50-64,45-64,High school graduate (Grade 12 with diploma or GED certificate),Refused,White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,Protestant,Landline,Yes, , ,201001,Don't Know, , , ,No,No,"1,5",Never, , , , , ,AF,Not applicable, , , , ,No,Not at all concerned, ,No
50000160,839,.4995,WA,C,Non-Metro,West,Pacific,Owned,Widowed,Part-time,Two,Two, , , , ,62, ,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","Less than $15,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Baptist,Landline,Yes, , ,201001,"Yes, covered by health insurance",Don't Know, , ,No,Refused,"5,1",Almost every time,Not applicable/Not having sex/No partner/Not using birth control, , , , ,FA,Yes, , , , ,No,Very concerned,Very concerned,No
50000161,839,.25,FL,A,Center City (Metro),South,South Atlantic,Owned,"Single, living with a partner",Retired,One,One, , , , ,80, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","Less than $50,000 (Unspecified)",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Male,Nothing in particular,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,Yes, , , , ,Not applicable,Not at all concerned, ,Yes
50000162,839,.5261,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,Separated,Retired,Two,Two, , , , ,69, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$15,000 but less than $25,000",Black Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very liberal,Yes,Male,Christian (Just Christian),Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,No, , , , ,Not applicable,Very concerned, ,Yes
50000163,839,.7188,IN,B,Suburban (Metro),North Central,East North Central,Owned,Married,Full-time,Three,Two,None,One,None,Yes,38, ,30-49,30-44,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$150,000 to under $200,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Protestant,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,BAC,Yes,Yes,Yes,FCEDBA,No,No,No,No,No,No,Very concerned,Very concerned,Yes
50000164,839,.6845,AZ,A,Suburban (Metro),West,Mountain,Owned,"Single, that is never married",Part-time,Four,Four, , , , ,23, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$150,000 to under $200,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Nothing in particular,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your parents/mother/father, , ,No,Yes,"1,5",Every time,Yes,BAC,Yes,Yes,Yes,FDEABC,No,No,No,No,No,Yes,Very concerned,Somewhat concerned,Yes
50000166,839,.5187,OH,B,Center City (Metro),North Central,East North Central,Owned,"Single, that is never married",Temporarily unemployed,Two,Two, , , , ,53, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000167,839,1.1484,WV,C,Center City County (Metro),South,South Atlantic,Owned,Married,Homemaker,Two,Two, , , , ,Refused,Refused,Refused,Refused,"Some college, no degree (includes community college)","$30,000 but less than $40,000",Mixed,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,Christian (Just Christian),Landline,Yes, , ,201001, , , , ,Refused,Yes,"1,5",Every time,No,ABC,Yes,No,No,BFEADC,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
50000168,839,.4416,KY,B,Center City (Metro),South,East South Central,Owned,Widowed,Retired,One,One, , , , ,67, ,65+,65+,Two year associate degree from a college or university,"$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat liberal,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Every time,No,ACB,Yes,No,Yes,ADBECF,No,No,No,No,No,Yes,Very concerned,Very concerned,Yes
50000169,839,.3057,FL,A,Center City County (Metro),South,South Atlantic,Owned,"Single, that is never married",Retired,One,One, , , , ,89, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Not applicable, , , , ,Not applicable,Somewhat concerned, ,Yes
50000170,839,.681,SC,C,Non-Metro,South,South Atlantic,Owned,Widowed,Retired,Two,One,None,One,None,No,71, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,Yes, , , , ,No,Not at all concerned, ,Yes
50000171,839,.2549,MI,D,Non-Metro,North Central,East North Central,Rented,Widowed,Retired,One,One, , , , ,77, ,65+,65+,"Some college, no degree (includes community college)","Less than $50,000 (Unspecified)",White Non-Hispanic,Republican/Democrat,Don't know,Republican,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Female,Christian (Just Christian),Landline,No, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not very concerned, ,No
50000175,839,.25,CA,B,Center City County (Metro),West,Pacific,Owned,Widowed,Retired,One,One, , , , ,73, ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","$75,000 but less than $100,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Very conservative,No,Male,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,Yes
50000178,839,.25,GA,A,Suburban (Metro),South,South Atlantic,Rented,"Single, that is never married",Retired,One,One, , , , ,72, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,White Non-Hispanic,Democrat/Republican,Refused,Refused/No answer,Independent/other,d3 1-5 asked,Refused,Yes,Male,Protestant,Landline,Yes, , ,201001, , , , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,No,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,No, , , , ,No,Not applicable/don't believe in birth control, ,Yes
50000179,839,.7328,MD,A,Suburban (Metro),South,South Atlantic,Owned,Married,Full-time,Three,Two,One,None,None,Yes,30, ,30-49,30-44,Refused,"$50,000 but less than $75,000",Black Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Protestant,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan you purchased yourself either from an insurance company or a state or federal marketplace,From healthcare.gov/state-specific marketplace, ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Refused, ,Yes
50000180,839,.2577,MI,A,Suburban (Metro),North Central,East North Central,Owned,"Single, that is never married",Retired,Three,Three, , , , ,72, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,Refused,Democrat/Republican,Refused,Refused/No answer,Independent/other,d3 1-5 asked,Refused,Refused,Male,Refused,Landline,No, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,FA,No, , , , ,No,Very concerned, ,Yes
50000182,839,.7546,OH,B,Center City County (Metro),North Central,East North Central,Owned,Married,Retired,Three,Three, , , , ,78, ,65+,65+,"Some college, no degree (includes community college)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Male,Protestant,Landline,No, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,AF,Not applicable, , , , ,No,Somewhat concerned, ,No
50000185,839,.5999,CA,A,Suburban (Metro),West,Pacific,Owned,Widowed,Homemaker,Two,Two, , , , ,89, ,65+,65+,"Some college, no degree (includes community college)","Less than $15,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Moderate,Yes,Female,Christian (Just Christian),Landline,No, , ,201001, , , , ,No,Yes,"5,1",Every time,Yes,CBA,Yes,No,No,DEFBCA,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
50000187,839,.8472,WI,A,Suburban (Metro),North Central,East North Central,Owned,Refused,Homemaker,Refused,Refused, , , , ,54, ,50-64,45-64,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),"Less than $15,000",White Non-Hispanic,Republican/Democrat,Refused,Neither/other,Independent/other,d3 5-1 asked,Refused,Yes,Female,Lutheran,Landline,No, , ,201001,"Yes, covered by health insurance",Refused, , ,Not applicable/Not having sex/No partner/Not able to get pregnant/get someone pregnant/respondent or partner is currentl,Not applicable/Have not looked for information on birth control,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Yes, , , , ,No,Very concerned, ,No
50000188,839,1.4913,NY,C,Non-Metro,North East,Mid Atlantic,Owned,Married,Part-time,Two,Two, , , , ,68, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$200,000 to under $250,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Jewish/Judaism,Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,Not applicable,Very concerned, ,Yes
50000189,839,.4795,NC,D,Non-Metro,South,South Atlantic,Owned,Divorced,Full-time,Two,Two, , , , ,60, ,50-64,45-64,"Some college, no degree (includes community college)",Refused,White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Somewhat conservative,Yes,Female,Protestant,Landline,Yes, , ,201001,"No, not covered by health insurance", , , ,No,Yes,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000191,839,.558,NY,C,Center City County (Metro),North East,Mid Atlantic,Owned,Married,Retired,Three,Three, , , , ,95, ,65+,65+,"Some postgraduate or professional schooling, no postgraduate degree","$50,000 but less than $100,000 (Unspecified)",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,No,Female,Nothing in particular,Landline,No, , ,201001, , , , ,No,No,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000192,839,1.2612,NC,D,Non-Metro,South,South Atlantic,Owned,Married,Retired,Two,Two, , , , ,85, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Non-Hispanic,Republican/Democrat,An Independent,Republican,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Male,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,Yes
50000193,839,.2812,IL,C,Center City (Metro),North Central,East North Central,Owned,"Single, that is never married",Retired,One,One, , , , ,70, ,65+,65+,Two year associate degree from a college or university,"$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,Democratic,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Female,Protestant,Landline,No, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,Yes,Not at all concerned, ,Yes
50000195,839,.7467,CT,B,Center City County (Metro),North East,New England,Owned,Married,Full-time,Two,Two, , , , ,Refused,50-64,50-64,45-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$50,000 but less than $75,000",Refused,Republican/Democrat,An Independent,Neither/other,Independent/other,d3 1-5 asked,Somewhat liberal,Yes,Female,Nothing in particular,Landline,Yes, , ,201001,"No, not covered by health insurance", , , ,No,Yes,"1,5",Refused, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
50000196,839,.2576,PA,C,Non-Metro,North East,Mid Atlantic,Rented,"Single, that is never married",Full-time,One,One, , , , ,48, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,An Independent,Neither/other,Independent/other,d3 5-1 asked,Moderate,Yes,Male,Refused,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,CAB,Yes,Yes,Yes,BCAFED,No,No,No,No,No,No,Very concerned,Somewhat concerned,Yes
50000197,839,.4236,AR,D,Non-Metro,South,West South Central,Rented,Widowed,Retired,One,One, , , , ,70, ,65+,65+,"Some college, no degree (includes community college)","$25,000 but less than $30,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Somewhat liberal,Yes,Male,Protestant,Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,Yes, , , , ,No,Not at all concerned, ,Yes
50000198,839,1.6743,NY,A,Center City (Metro),North East,Mid Atlantic,Owned,"Single, living with a partner",Retired,Three,Two,One,None,None,Yes,71, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Refused,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Moderate,Yes,Female,Hindu,Landline,No, , ,201001, , , , ,No,No,"1,5",Every time,No,CBA,No,No,No,BDCEFA,No,No,Yes,No,Yes,Yes,Very concerned,Very concerned,Yes
50000199,839,.3171,IL,B,Center City County (Metro),North Central,East North Central,Owned,Widowed,Retired,One,One, , , , ,76, ,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)","$40,000 but less than $50,000",White Non-Hispanic,Republican/Democrat,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Female,Protestant,Landline,Yes, , ,201001, , , , ,No,No,"5,1",Not applicable/Does not have vaginal intercourse/sex, , , , , ,FA,Yes, , , , ,No,Somewhat concerned, ,No
50000200,839,.3675,TN,B,Center City County (Metro),South,East South Central,Owned,Married,Part-time,Two,Two, , , , ,68, ,65+,65+,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Republican/Democrat,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat conservative,Yes,Male,Protestant,Landline,Yes, , ,201001, , , , ,No,No,"5,1",Never, , , , , ,FA,No, , , , ,No,Somewhat concerned, ,Yes
50000201,839,.669,TX,B,Suburban (Metro),South,West South Central,Owned,Married,Homemaker,Four,Two,Two,None,None,Yes,46, ,30-49,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$200,000 to under $250,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 5-1 asked,Very conservative,Yes,Female,"Catholic, Roman Catholic",Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"1,5",Every time,Yes,ABC,Yes,Yes,No,ADCBFE,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
50000202,839,1.217,VA,B,Center City (Metro),South,South Atlantic,Owned,Married,Full-time,Four,Three,None,One,None,Yes,22, ,18-29,18-29,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,Refused,Republican,Republican/leans Republican,d3 5-1 asked,Somewhat conservative,Yes,Female,Baptist,Landline,Yes, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Every time,Yes,BCA,Yes,No,No,CEDAFB,No,No,No,No,No,No,Not at all concerned,Not at all concerned,Yes
50000203,839,.4354,WI,D,Non-Metro,North Central,East North Central,Rented,Widowed,Retired,One,One, , , , ,88, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$25,000 but less than $30,000",White Non-Hispanic,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 5-1 asked,Somewhat conservative,Yes,Female,Lutheran,Landline,No, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,Not applicable,Not very concerned, ,Yes
50000204,839,.8092,OK,C,Center City (Metro),South,West South Central,Refused,Married,Homemaker,Refused,Refused, , , , ,Refused,65+,65+,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,Black Non-Hispanic,Democrat/Republican,Refused,Refused/No answer,Independent/other,d3 1-5 asked,Refused,Refused,Female,Christian (Just Christian),Landline,Yes, , ,201001, , , , ,No,Yes,"5,1",Never, , , , , ,AF,Yes, , , , ,Refused,Not at all concerned, ,Yes
50000205,839,.5731,VT,D,Non-Metro,North East,New England,Owned,Married,Part-time,Three,Two,One,None,None,Yes,51, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$100,000 to under $150,000",White Non-Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 1-5 asked,Somewhat conservative,Yes,Female,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Landline,No, , ,201001,"Yes, covered by health insurance",Plan through your or your spouse's employer, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Not very concerned, ,Yes
50000208,839,.5986,KY,D,Non-Metro,South,East South Central,Owned,"Single, that is never married",Retired,One,One, , , , ,69, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"Less than $15,000",Mixed,Democrat/Republican,A Democrat, ,Democrat/leans Democrat,d3 1-5 asked,Very conservative,Yes,Female,Baptist,Landline,No, , ,201001, , , , ,No,No,"1,5",Never, , , , , ,AF,No, , , , ,No,Not at all concerned, ,No
50000209,839,.8882,PA,B,Suburban (Metro),North East,Mid Atlantic,Rented,Divorced,Full-time,One,One, , , , ,67, ,65+,65+,High school graduate (Grade 12 with diploma or GED certificate),"$30,000 but less than $40,000",White Non-Hispanic,Democrat/Republican,An Independent,Republican,Republican/leans Republican,d3 1-5 asked,Refused,Yes,Female,Christian (Just Christian),Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Not applicable/Does not have vaginal intercourse/sex, , , , , ,AF,Not applicable, , , , ,Not applicable,Not applicable/don't believe in birth control, ,Not applicable/Have never wanted or needed to discuss issues related to sex and relationships before
50000210,839,1.6084,NY,A,Center City (Metro),North East,Mid Atlantic,Rented,Married,Part-time,Five,Three,One,One,None,Yes,40, ,30-49,30-44,High school graduate (Grade 12 with diploma or GED certificate),"$15,000 but less than $25,000",White Hispanic,Democrat/Republican,An Independent,Neither/other,Independent/other,d3 1-5 asked,Somewhat conservative,No,Male,"Catholic, Roman Catholic",Landline in language,Yes, ,Another Country,201001,"No, not covered by health insurance", , , ,No,No,"1,5",About half the time,Yes,ACB,Yes,Yes,Yes,EFABCD,No,No,Yes,No,No,No,Somewhat concerned,Somewhat concerned,Yes
50000211,839,.763,KY,D,Non-Metro,South,East South Central,Owned,Divorced,Retired,One,One, , , , ,65, ,65+,65+,Less than high school (Grades 1-8 or no formal schooling),"Less than $15,000",White Non-Hispanic,Democrat/Republican,A Republican, ,Republican/leans Republican,d3 1-5 asked,Very conservative,Yes,Male,Christian (Just Christian),Landline,Yes, , ,201001, , , , ,No,Yes,"1,5",Never, , , , , ,FA,No, , , , ,No,Not at all concerned, ,No
50000212,839,.286,KY,D,Non-Metro,South,East South Central,Owned,"Single, living with a partner",Full-time,Two,Two, , , , ,62, ,50-64,45-64,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)","$50,000 but less than $75,000",White Non-Hispanic,Democrat/Republican,An Independent,Democratic,Democrat/leans Democrat,d3 5-1 asked,Very liberal,Yes,Male,Atheist,Landline,Yes, , ,201001,"Yes, covered by health insurance",Medicaid/state-specific Medicaid plan, , ,No,Yes,"5,1",Never, , , , , ,AF,No, , , , ,No,Very concerned, ,Yes
