70000049,NC,Democrat,Somewhat conservative,Protestant,Every time,Somewhat concerned
70000050,SC,Republican,Very conservative,Christian (Just Christian),Once in a while,Not at all concerned
70000051,DE,Democrat,Very liberal,Atheist,Every time,Very concerned
70000052,NC,Independent,Moderate,Christian (Just Christian),Never,Somewhat concerned
70000053,FL,Democrat,Somewhat conservative,Christian (Just Christian),About half the time,Very concerned
70000054,PA,Republican,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
70000055,SC,Republican,Very conservative,Nothing in particular,Every time,Not very concerned
70000057,FL,Republican,Somewhat liberal,Protestant,Never,Not at all concerned
70000058,MI,Democrat,Moderate,Atheist,Never,Not very concerned
70000059,FL,Democrat,Moderate,Christian (Just Christian),Every time,Somewhat concerned
70000060,KY,Republican,Somewhat conservative,Protestant,Every time,Not very concerned
70000061,PA,Independent,Refused,Refused,Never,Not at all concerned
70000062,ME,Independent,Moderate,Nothing in particular,Never,Not at all concerned
70000063,VA,Republican,Very conservative,Protestant,Almost every time,Somewhat concerned
70000065,MD,Democrat,Very conservative,Christian (Just Christian),Every time,Very concerned
70000066,VA,Independent,Somewhat conservative,Atheist,Almost every time,Not very concerned
70000067,FL,Independent,Moderate,Agnostic,Almost every time,Very concerned
70000068,NC,Independent,Very liberal,Nothing in particular,Every time,Very concerned
70000069,TN,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Very concerned
70000070,MA,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not very concerned
70000071,FL,Republican,Very conservative,Protestant,Never,Not at all concerned
70000072,NJ,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000073,GA,Independent,Moderate,Protestant,Every time,Very concerned
70000074,FL,Independent,Somewhat liberal,Atheist,Almost every time,Very concerned
70000076,IN,Independent,Somewhat conservative,Protestant,Don't know,Not at all concerned
70000077,FL,Independent,Moderate,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Not at all concerned
70000079,SC,Independent,Moderate,Protestant,Every time,Very concerned
70000080,MD,Independent,Somewhat liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
70000081,GA,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
70000082,MN,Independent,Moderate,Nothing in particular,Almost every time,Not very concerned
70000084,IL,Independent,Moderate,Non-denominational or Independent Church,Every time,Very concerned
70000085,LA,Independent,Somewhat conservative,Nothing in particular,Never,Not at all concerned
70000087,TX,Democrat,Very liberal,Agnostic,About half the time,Very concerned
70000088,MO,Independent,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
70000089,KS,Democrat,Somewhat liberal,Christian (Just Christian),Almost every time,Very concerned
70000090,TX,Republican,Somewhat conservative,Jewish/Judaism,Every time,Not at all concerned
70000091,TX,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000092,IA,Independent,Moderate,Atheist,Never,Not at all concerned
70000093,TX,Democrat,Moderate,Christian (Just Christian),Almost every time,Very concerned
70000094,TX,Independent,Moderate,Muslim/Islamic,Never,Somewhat concerned
70000095,IL,Independent,Somewhat liberal,Nothing in particular,Every time,Not very concerned
70000096,IL,Independent,Moderate,Nothing in particular,Never,Very concerned
70000099,TX,Independent,Moderate,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000101,CO,Democrat,Somewhat liberal,Non-denominational or Independent Church,Every time,Not very concerned
70000102,ID,Republican,Moderate,Nothing in particular,Never,Not very concerned
70000103,UT,Republican,Very conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Not at all concerned
70000106,AZ,Democrat,Moderate,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000107,OR,Republican,Very conservative,Christian (Just Christian),Never,Somewhat concerned
70000108,AZ,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000109,NM,Republican,Somewhat conservative,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000110,WA,Democrat,Very liberal,Agnostic,Never,Very concerned
70000113,CA,Independent,Very liberal,"Catholic, Roman Catholic",Never,Refused
70000115,CA,Republican,Moderate,Nothing in particular,Never,Somewhat concerned
70000116,OR,Independent,Somewhat liberal,Baptist,Every time,Not very concerned
70000118,CA,Independent,Moderate,Atheist,Once in a while,Somewhat concerned
70000121,SC,Republican,Somewhat conservative,Nothing in particular,Never,Not at all concerned
70000122,FL,Democrat,Moderate,Christian (Just Christian),Once in a while,Somewhat concerned
70000123,MI,Republican,Somewhat conservative,Buddhist,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000125,IN,Republican,Somewhat conservative,Nothing in particular,Every time,Somewhat concerned
70000126,CA,Democrat,Moderate,Nothing in particular,Never,Very concerned
70000128,WV,Republican,Very conservative,Protestant,Never,Somewhat concerned
70000129,VA,Independent,Very liberal,Baptist,Never,Not very concerned
70000130,TX,Democrat,Moderate,Refused,Never,Not at all concerned
70000136,NV,Refused,Somewhat conservative,"Catholic, Roman Catholic",Every time,Not at all concerned
70000137,FL,Republican,Somewhat conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000138,SC,Democrat,Moderate,Nothing in particular,Every time,Not very concerned
70000140,AL,Democrat,Moderate,Christian (Just Christian),Never,Not applicable/don't believe in birth control
70000142,FL,Independent,Moderate,Nothing in particular,Every time,Not very concerned
70000143,NY,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not very concerned
70000144,FL,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000146,RI,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Not at all concerned
70000148,VA,Republican,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
70000149,GA,Republican,Somewhat conservative,"Catholic, Roman Catholic",Almost every time,Somewhat concerned
70000150,OH,Democrat,Moderate,"Catholic, Roman Catholic",Never,Not at all concerned
70000151,NY,Independent,Moderate,Other,Never,Not at all concerned
70000152,MD,Democrat,Somewhat liberal,Unitarian/Universalist,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000153,OH,Independent,Somewhat liberal,Baptist,Every time,Not very concerned
70000155,FL,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
70000156,OH,Independent,Very liberal,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",Never,Very concerned
70000157,FL,Independent,Very liberal,Agnostic,Every time,Somewhat concerned
70000158,MA,Independent,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000159,PA,Democrat,Somewhat liberal,Protestant,Every time,Somewhat concerned
70000160,FL,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Not at all concerned
70000162,VA,Independent,Moderate,Agnostic,Every time,Somewhat concerned
70000164,NC,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
70000166,VA,Democrat,Somewhat liberal,Christian (Just Christian),Never,Very concerned
70000168,NC,Democrat,Very conservative,"Pentecostal (Assemblies of God, Four-Square Gospel)",Never,Not at all concerned
70000169,VA,Independent,Moderate,Refused,Never,Very concerned
70000170,MD,Republican,Somewhat conservative,Protestant,Never,Not very concerned
70000172,PA,Democrat,Somewhat conservative,Episcopalian or Anglican,Almost every time,Somewhat concerned
70000173,IN,Democrat,Moderate,Christian (Just Christian),Every time,Very concerned
70000175,IN,Republican,Very conservative,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000176,MA,Democrat,Moderate,Atheist,Every time,Not very concerned
70000177,SC,Republican,Somewhat conservative,Protestant,Refused,Not at all concerned
70000179,NC,Democrat,Moderate,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000181,NY,Democrat,Very liberal,Atheist,Every time,Very concerned
70000183,MI,Republican,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
70000184,VA,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
70000185,SC,Independent,Somewhat liberal,Nothing in particular,Never,Somewhat concerned
70000187,NJ,Republican,Somewhat conservative,"Catholic, Roman Catholic",About half the time,Not at all concerned
70000188,TX,Independent,Very liberal,"Catholic, Roman Catholic",Never,Not very concerned
70000189,IN,Independent,Somewhat conservative,Protestant,Every time,Somewhat concerned
70000190,PA,Democrat,Moderate,Protestant,Never,Very concerned
70000191,GA,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Not at all concerned
70000192,NJ,Republican,Very conservative,Jewish/Judaism,Every time,Not at all concerned
70000193,VA,Republican,Very conservative,Protestant,Never,Somewhat concerned
70000197,FL,Democrat,Moderate,"Catholic, Roman Catholic",About half the time,Very concerned
70000198,NC,Independent,Very conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Not at all concerned
70000199,NY,Independent,Moderate,Nothing in particular,Every time,Somewhat concerned
70000201,NC,Independent,Somewhat conservative,Nothing in particular,Every time,Very concerned
70000206,TX,Independent,Very conservative,Nothing in particular,Never,Very concerned
70000210,MD,Democrat,Very liberal,Atheist,Refused,Very concerned
70000211,NY,Independent,Somewhat conservative,"Catholic, Roman Catholic",Never,Not at all concerned
70000213,SC,Independent,Very conservative,Episcopalian or Anglican,Never,Not at all concerned
70000215,KY,Democrat,Very liberal,Christian (Just Christian),Every time,Not at all concerned
70000216,RI,Democrat,Somewhat liberal,Nothing in particular,Every time,Very concerned
70000217,GA,Democrat,Somewhat liberal,Christian (Just Christian),Never,Very concerned
70000218,AR,Democrat,Moderate,Protestant,Every time,Somewhat concerned
70000219,NY,Democrat,Very liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000220,FL,Republican,Very conservative,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000222,SC,Republican,Very conservative,Nothing in particular,Every time,Somewhat concerned
70000226,MA,Independent,Moderate,Christian (Just Christian),Every time,Not very concerned
70000228,ME,Independent,Moderate,Non-denominational or Independent Church,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000229,NJ,Independent,Somewhat liberal,Christian (Just Christian),Every time,Not very concerned
70000230,CT,Republican,Somewhat conservative,Protestant,Refused,Not at all concerned
70000231,PA,Independent,Very liberal,Nothing in particular,Refused,Not at all concerned
70000232,NY,Independent,Very liberal,Nothing in particular,Every time,Somewhat concerned
70000233,NY,Democrat,Somewhat liberal,Nothing in particular,Every time,Somewhat concerned
70000236,CA,Democrat,Moderate,Christian (Just Christian),Every time,Somewhat concerned
70000238,OH,Democrat,Somewhat liberal,Nothing in particular,Never,Not at all concerned
70000239,FL,Republican,Somewhat liberal,Buddhist,Every time,Very concerned
70000240,MI,Democrat,Moderate,Agnostic,Every time,Somewhat concerned
70000241,PA,Democrat,Moderate,Protestant,Every time,Very concerned
70000243,NJ,Independent,Somewhat liberal,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000247,NJ,Republican,Somewhat conservative,Christian (Just Christian),Every time,Not at all concerned
70000248,IL,Republican,Very conservative,Protestant,Refused,Not at all concerned
70000249,KS,Independent,Very conservative,Agnostic,Never,Very concerned
70000250,MA,Democrat,Very liberal,"Catholic, Roman Catholic",Never,Not at all concerned
70000252,LA,Democrat,Moderate,Protestant,Never,Not very concerned
70000254,IA,Republican,Moderate,Christian (Just Christian),Never,Not very concerned
70000255,IL,Democrat,Somewhat conservative,"Catholic, Roman Catholic",Never,Very concerned
70000256,IL,Republican,Very conservative,Protestant,Never,Not very concerned
70000258,LA,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Very concerned
70000259,MO,Democrat,Very liberal,Protestant,Never,Somewhat concerned
70000260,TX,Independent,Moderate,Christian (Just Christian),Every time,Not at all concerned
70000264,TX,Independent,Moderate,Christian (Just Christian),Refused,Not at all concerned
70000265,IL,Independent,Moderate,Nothing in particular,Every time,Somewhat concerned
70000267,IL,Independent,Somewhat liberal,"Catholic, Roman Catholic",Never,Not at all concerned
70000268,TX,Republican,Very conservative,Christian (Just Christian),Never,Not at all concerned
70000269,MN,Independent,Moderate,Agnostic,Never,Very concerned
70000270,TX,Democrat,Somewhat liberal,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",About half the time,Very concerned
70000271,ND,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
70000273,TX,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000274,NE,Independent,Very conservative,"Catholic, Roman Catholic",Almost every time,Not at all concerned
70000275,CO,Republican,Very conservative,Methodist,Never,Very concerned
70000277,MD,Republican,Very conservative,Protestant,Never,Not at all concerned
70000278,CO,Independent,Somewhat conservative,Seventh-Day Adventist,Never,Not very concerned
70000279,KY,Republican,Very conservative,"Catholic, Roman Catholic",Never,Very concerned
70000282,CO,Democrat,Moderate,Agnostic,Every time,Very concerned
70000283,UT,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Almost every time,Not at all concerned
70000284,CA,Democrat,Moderate,"Catholic, Roman Catholic",Never,Not very concerned
70000285,WY,Democrat,Moderate,"Catholic, Roman Catholic",About half the time,Somewhat concerned
70000286,CA,Independent,Moderate,"Catholic, Roman Catholic",Every time,Not very concerned
70000287,AZ,Democrat,Somewhat liberal,Nothing in particular,Never,Very concerned
70000288,MT,Republican,Moderate,Christian (Just Christian),Never,Very concerned
70000290,CA,Republican,Moderate,Christian (Just Christian),Every time,Not at all concerned
70000291,WA,Democrat,Very liberal,Agnostic,Every time,Very concerned
70000292,CA,Don't know,Moderate,"Catholic, Roman Catholic",Almost every time,Somewhat concerned
70000295,CA,Independent,Very liberal,Refused,Every time,Very concerned
70000297,NV,Republican,Very conservative,"Catholic, Roman Catholic",Never,Not at all concerned
70000299,TX,Independent,Very liberal,Atheist,Never,Not at all concerned
70000300,WA,Democrat,Somewhat liberal,Agnostic,Almost every time,Not very concerned
70000301,CA,Independent,Moderate,"Catholic, Roman Catholic",Never,Not very concerned
70000302,CA,Democrat,Moderate,Protestant,Never,Not at all concerned
70000303,OR,Democrat,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
70000304,NV,Republican,Very conservative,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000306,FL,Democrat,Moderate,Protestant,Never,Very concerned
70000308,AZ,Independent,Moderate,Protestant,Never,Not very concerned
70000309,CA,Democrat,Somewhat conservative,Christian (Just Christian),Never,Very concerned
70000310,WA,Democrat,Moderate,Nothing in particular,Every time,Very concerned
70000311,CA,Independent,Refused,Refused,Not applicable/Does not have vaginal intercourse/sex,Refused
70000312,CA,Independent,Very liberal,Agnostic,Every time,Somewhat concerned
70000313,CA,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Once in a while,Not at all concerned
70000314,NV,Republican,Somewhat liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000315,CA,Independent,Very liberal,"Catholic, Roman Catholic",Never,Not at all concerned
70000316,AZ,Republican,Very conservative,Nothing in particular,Every time,Not at all concerned
70000317,AZ,Independent,Moderate,Christian (Just Christian),Never,Not at all concerned
70000318,KY,Independent,Very conservative,Nothing in particular,Every time,Not at all concerned
70000319,CA,Democrat,Somewhat liberal,Nothing in particular,Never,Not very concerned
70000320,CA,Independent,Moderate,"Catholic, Roman Catholic",Never,Somewhat concerned
70000321,FL,Democrat,Moderate,"Church of Christ, or Disciples of Christ (Christian Church)",Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
70000322,FL,Democrat,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000323,OH,Republican,Somewhat conservative,Christian (Just Christian),Never,Somewhat concerned
70000325,AZ,Independent,Somewhat conservative,"Catholic, Roman Catholic",Never,Very concerned
70000326,TN,Republican,Somewhat conservative,Atheist,Every time,Not very concerned
70000327,MI,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not very concerned
70000330,FL,Republican,Somewhat conservative,Protestant,Once in a while,Very concerned
70000331,NY,Independent,Moderate,Lutheran,Once in a while,Somewhat concerned
70000332,NC,Republican,Very conservative,"Catholic, Roman Catholic",Every time,Not at all concerned
70000333,GA,Democrat,Moderate,Christian (Just Christian),Every time,Not very concerned
70000335,FL,Independent,Moderate,Nothing in particular,Every time,Not at all concerned
70000338,PA,Republican,Very liberal,Nothing in particular,Almost every time,Not very concerned
70000339,NY,Republican,Somewhat conservative,Protestant,Never,Not very concerned
70000340,NJ,Democrat,Moderate,Christian (Just Christian),Never,Very concerned
70000342,OH,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000345,TN,Republican,Very conservative,Protestant,Every time,Not at all concerned
70000346,PA,Democrat,Somewhat liberal,Protestant,Never,Very concerned
70000347,VA,Democrat,Very liberal,Nothing in particular,Every time,Very concerned
70000349,FL,Democrat,Very liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000350,AL,Independent,Somewhat conservative,"Catholic, Roman Catholic",Every time,Not very concerned
70000351,NY,Democrat,Moderate,Christian (Just Christian),Every time,Not very concerned
70000352,IN,Democrat,Moderate,Evangelical,Almost every time,Somewhat concerned
70000354,OH,Independent,Moderate,Protestant,Every time,Somewhat concerned
70000355,IN,Independent,Moderate,Nothing in particular,Almost every time,Very concerned
70000356,MT,Independent,Very liberal,Atheist,Every time,Not very concerned
70000357,NJ,Independent,Somewhat conservative,Nothing in particular,Every time,Not at all concerned
70000359,MI,Democrat,Somewhat conservative,Baptist,Never,Not at all concerned
70000360,NC,Republican,Somewhat conservative,Protestant,Every time,Not very concerned
70000361,OH,Independent,Moderate,Atheist,Almost every time,Somewhat concerned
70000364,MD,Republican,Somewhat conservative,"Catholic, Roman Catholic",Every time,Not very concerned
70000365,FL,Democrat,Don't know,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000366,FL,Democrat,Somewhat liberal,Nothing in particular,Every time,Somewhat concerned
70000367,SC,Independent,Somewhat conservative,Baptist,Never,Not at all concerned
70000369,VA,Republican,Somewhat liberal,Christian (Just Christian),Almost every time,Not very concerned
70000370,MA,Independent,Moderate,Protestant,Never,Somewhat concerned
70000372,CT,Democrat,Very liberal,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000373,FL,Democrat,Very liberal,Christian (Just Christian),Every time,Not at all concerned
70000374,FL,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000377,NY,Independent,Very liberal,"Catholic, Roman Catholic",Never,Very concerned
70000378,NY,Republican,Somewhat conservative,Protestant,Every time,Not at all concerned
70000380,NJ,Democrat,Very conservative,Protestant,Every time,Somewhat concerned
70000381,NY,Republican,Moderate,Evangelical,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000382,NY,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Every time,Very concerned
70000383,NY,Democrat,Somewhat liberal,Christian (Just Christian),Never,Somewhat concerned
70000384,MA,Democrat,Moderate,Don't know,Never,Not very concerned
70000387,TX,Independent,Moderate,Nothing in particular,Never,Very concerned
70000388,WI,Republican,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
70000390,LA,Democrat,Moderate,Nothing in particular,About half the time,Not very concerned
70000392,FL,Independent,Somewhat conservative,Protestant,Every time,Not at all concerned
70000393,TN,Republican,Moderate,Christian (Just Christian),Almost every time,Somewhat concerned
70000394,MI,Democrat,Somewhat conservative,Protestant,Never,Not at all concerned
70000395,GA,Independent,Very liberal,"Catholic, Roman Catholic",Never,Very concerned
70000396,HI,Don't know,Refused,Jewish/Judaism,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000398,MO,Republican,Moderate,Congregational or United Church of Christ (UCC),Every time,Not at all concerned
70000400,VA,Republican,Somewhat conservative,Protestant,Every time,Not at all concerned
70000401,AZ,Democrat,Somewhat liberal,Jewish/Judaism,Every time,Very concerned
70000402,SC,Republican,Moderate,"Catholic, Roman Catholic",Every time,Not at all concerned
70000403,MA,Refused,Somewhat liberal,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000404,NJ,Independent,Moderate,Agnostic,Never,Not very concerned
70000405,ME,Don't know,Moderate,Nothing in particular,Every time,Not very concerned
70000406,VA,Republican,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000408,OH,Democrat,Somewhat liberal,Agnostic,Every time,Not at all concerned
70000409,MO,Republican,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000410,VA,Republican,Moderate,Protestant,Never,Somewhat concerned
70000411,MO,Independent,Somewhat conservative,Christian (Just Christian),Almost every time,Not very concerned
70000413,KS,Democrat,Moderate,Lutheran,Once in a while,Very concerned
70000414,CA,Independent,Moderate,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),Never,Somewhat concerned
70000416,TN,Democrat,Somewhat conservative,Protestant,Never,Very concerned
70000419,OH,Democrat,Moderate,"Catholic, Roman Catholic",Almost every time,Very concerned
70000420,IL,Independent,Somewhat liberal,Nothing in particular,Every time,Very concerned
70000422,MO,Independent,Moderate,Baptist,Every time,Somewhat concerned
70000424,AR,Democrat,Somewhat liberal,Protestant,Every time,Not very concerned
70000426,TX,Democrat,Very liberal,Agnostic,Every time,Very concerned
70000427,IA,Republican,Somewhat conservative,"Catholic, Roman Catholic",Never,Not at all concerned
70000428,MI,Democrat,Very liberal,Agnostic,Never,Not at all concerned
70000429,AR,Independent,Moderate,Buddhist,Almost every time,Not very concerned
70000430,AR,Independent,Very liberal,Atheist,Almost every time,Somewhat concerned
70000431,TX,Independent,Very liberal,Baptist,Never,Not very concerned
70000432,TX,Republican,Somewhat conservative,Refused,Refused,Very concerned
70000433,IA,Democrat,Somewhat liberal,Nothing in particular,Every time,Not at all concerned
70000434,TX,Independent,Moderate,"Catholic, Roman Catholic",Once in a while,Somewhat concerned
70000435,TN,Independent,Moderate,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
70000436,IL,Democrat,Very conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000437,CA,Democrat,Moderate,Christian (Just Christian),Never,Not at all concerned
70000438,MN,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000439,OR,Republican,Moderate,Christian (Just Christian),Once in a while,Somewhat concerned
70000440,TX,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000441,CA,Democrat,Very liberal,Baptist,Every time,Not very concerned
70000443,TX,Democrat,Somewhat liberal,Lutheran,About half the time,Somewhat concerned
70000444,TX,Independent,Moderate,"Catholic, Roman Catholic",About half the time,Somewhat concerned
70000445,OK,Republican,Somewhat conservative,Protestant,Not applicable/Does not have vaginal intercourse/sex,Don't know
70000447,TX,Independent,Somewhat liberal,Christian (Just Christian),Every time,Very concerned
70000448,LA,Independent,Moderate,Methodist,Never,Not at all concerned
70000449,CO,Independent,Somewhat conservative,Protestant,Refused,Not at all concerned
70000452,WI,Democrat,Moderate,Christian (Just Christian),Every time,Somewhat concerned
70000454,CA,Independent,Very conservative,Jehovah's Witness,Never,Not very concerned
70000455,CA,Refused,Moderate,Nothing in particular,Refused,Somewhat concerned
70000456,CA,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000458,CA,Democrat,Somewhat liberal,Non-denominational or Independent Church,Almost every time,Somewhat concerned
70000459,CA,Democrat,Moderate,Christian (Just Christian),Every time,Not at all concerned
70000460,CA,Independent,Moderate,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000461,MN,Republican,Somewhat liberal,Christian (Just Christian),Never,Somewhat concerned
70000462,CA,Independent,Very liberal,Non-denominational or Independent Church,Never,Very concerned
70000463,CO,Independent,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
70000464,OR,Democrat,Very liberal,Nothing in particular,Never,Very concerned
70000465,AZ,Democrat,Very liberal,Agnostic,Every time,Very concerned
70000466,NV,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000467,CA,Republican,Very conservative,Buddhist,Never,Not at all concerned
70000468,AZ,Democrat,Somewhat liberal,Protestant,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000469,WA,Democrat,Somewhat liberal,Nothing in particular,Never,Very concerned
70000470,CA,Democrat,Very liberal,Nothing in particular,Every time,Not very concerned
70000471,UT,Republican,Moderate,Protestant,Every time,Somewhat concerned
70000472,CA,Republican,Somewhat conservative,Protestant,Every time,Very concerned
70000473,CA,Independent,Very conservative,"Catholic, Roman Catholic",Every time,Not at all concerned
70000475,CA,Democrat,Very liberal,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000476,MD,Republican,Somewhat liberal,"Church of Christ, or Disciples of Christ (Christian Church)",Every time,Very concerned
70000477,WA,Democrat,Very liberal,Christian (Just Christian),Not applicable/Does not have vaginal intercourse/sex,Very concerned
70000478,AZ,Democrat,Moderate,"Catholic, Roman Catholic",Every time,Somewhat concerned
70000479,CA,Independent,Somewhat conservative,Agnostic,Never,Not at all concerned
70000481,CA,Republican,Somewhat conservative,Jewish/Judaism,Never,Not at all concerned
70000482,OR,Independent,Somewhat liberal,Non-denominational or Independent Church,Every time,Somewhat concerned
70000483,WA,Republican,Somewhat conservative,"Orthodox (Eastern, Greek, Russian, Armenian, etc)",Never,Not at all concerned
70000484,CA,Independent,Moderate,Protestant,Never,Not at all concerned
70000485,IN,Republican,Moderate,"Catholic, Roman Catholic",Never,Not very concerned
70000486,CA,Democrat,Moderate,Christian (Just Christian),Once in a while,Somewhat concerned
70000487,NV,Republican,Somewhat conservative,Protestant,Never,Not very concerned
70000489,NY,Republican,Somewhat conservative,"Catholic, Roman Catholic",Almost every time,Somewhat concerned
70000490,GA,Democrat,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000491,OH,Democrat,Very liberal,Atheist,Almost every time,Very concerned
70000493,FL,Independent,Somewhat liberal,Muslim/Islamic,Never,Not at all concerned
70000494,NC,Democrat,Moderate,"Catholic, Roman Catholic",Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
70000497,GA,Democrat,Somewhat liberal,"Catholic, Roman Catholic",Almost every time,Not very concerned
70000498,GA,Democrat,Moderate,Protestant,Never,Not at all concerned
70000501,IN,Independent,Moderate,Christian (Just Christian),Every time,Not at all concerned
70000502,NC,Independent,Somewhat liberal,"Catholic, Roman Catholic",Every time,Not at all concerned
70000503,OH,Independent,Somewhat liberal,Nothing in particular,Every time,Not very concerned
70000504,GA,Democrat,Very liberal,Protestant,Never,Not at all concerned
70000506,FL,Republican,Somewhat conservative,Protestant,Never,Not at all concerned
70000507,MA,Independent,Very liberal,Nothing in particular,Almost every time,Somewhat concerned
70000508,KY,Don't know,Somewhat conservative,Nothing in particular,Never,Not at all concerned
70000509,KY,Independent,Moderate,Unitarian/Universalist,Almost every time,Not at all concerned
70000510,GA,Republican,Somewhat conservative,Nothing in particular,Not applicable/Does not have vaginal intercourse/sex,Not very concerned
70000513,NY,Independent,Somewhat liberal,Muslim/Islamic,Never,Very concerned
70000514,NJ,Democrat,Moderate,"Catholic, Roman Catholic",Once in a while,Very concerned
70000515,GA,Independent,Somewhat liberal,Nothing in particular,Never,Very concerned
70000516,FL,Independent,Somewhat conservative,Christian (Just Christian),Never,Not at all concerned
70000518,FL,Democrat,Very conservative,Christian (Just Christian),Never,Not very concerned
70000520,NY,Republican,Very conservative,Nothing in particular,Never,Not at all concerned
70000522,PA,Republican,Moderate,Christian (Just Christian),Never,Not at all concerned
70000523,OH,Republican,Somewhat conservative,Evangelical,Almost every time,Somewhat concerned
70000524,NC,Republican,Very conservative,Baptist,Refused,Not at all concerned
70000525,GA,Refused,Very conservative,Methodist,Every time,Not at all concerned
70000526,MI,Republican,Moderate,Protestant,Never,Somewhat concerned
